x,y,place,size,update,startdate,enddate,title,url
-7.9144,40.6704,Viseu,,2010/09/22,2010/09/22,2010/09/22,Bombeiros combatem dois incêndios em Viseu,http://diario.iol.pt/sociedade/incendio-viseu-tvi24/1191132-4071.html
-3.32844,43.40961,Sonabia,,2010/09/24,2010/09/23,2010/09/24,EXTINGUIDO UN INCENDIO FORESTAL EN SONABIA,http://bomberosdecastrourdiales.blogspot.com/2010/09/extinguido-un-incendio-forestal-en.html
3.106,39.701,Santa Margalida,,2010/09/25,2010/09/25,2010/09/25,Una quema de rastrojos provoca un incendio forestal en Santa Margalida,http://www.mallorcadiario.com/index.php?option=com_content&task=view&id=57675&Itemid=29
-7.2717,42.4869,Quiroga,35,2010/09/22,2010/09/21,2010/09/22,"Xunta da por ""controlado"" el incendio forestal registrado este martes en Quiroga (Lugo), que arrasó 35 hectáreas",http://www.europapress.es/galicia/noticia-xunta-da-controlado-incendio-forestal-registrado-martes-quiroga-lugo-arraso-35-hectareas-20100922101754.html
8.91076,41.81068,Pila-Canale,3,2010/09/24,2010/09/23,2010/09/23,3 hectares et demi de végétation brûlés à Pila Canale (Aujourd'hui 07h13),http://www.alta-frequenza.com/index.php/fr/l_info/l_actu/3_hectares_et_demi_de_vegetation_brules_a_pila_canale_44249
23.7332,35.3379,Kantanos,,2010/09/23,2010/09/23,2010/09/23,Χανιά - Πυρκαγιά στην Κάνδανο,http://www.google.com/hostednews/epa/article/ALeqM5gFsyWMzq3gHSvaiil2dgjS92d8Dw
24.0452,41.0051,Kormista,,2010/09/24,2010/09/24,2010/09/24,Υπό μερικό έλεγχο η φωτιά στο Παγγαίο,http://www.newsbeast.gr/greece/arthro/50603/upo-meriko-elegho-i-fotia-sto-paggaio/
23.0787,41.262,Livadia,,2010/09/18,2010/09/18,2010/09/18,Πυρκαγιές σε δασική έκταση στο όρος Βέλες στις Σέρρες,http://www.tovima.gr/default.asp?pid%3D41%26nid%3D1231059640
24.485,35.359,Rethymno,10,2010/09/26,2010/09/25,2010/09/25,Ρέθυμνο: Σβήστηκαν οι τρεις πυρκαγιές που εκδηλώθηκαν στο νομό Ρεθύμνου,http://www.google.com/hostednews/epa/article/ALeqM5hjn8WjTzQU3tT8AGN1AuGarcz-jg
-7.9292,40.8993,Castro D'Aire,,2010/09/26,2010/09/25,2010/09/25,Incêndios controlados em Portugal,http://www.rr.pt/informacao_detalhe.aspx?fid%3D92%26did%3D121688
-8.1109,40.0868,Góis,,2010/09/26,2010/09/25,2010/09/26,Incêndios controlados em Portugal,http://www.rr.pt/informacao_detalhe.aspx?fid%3D92%26did%3D121688
36.2583,37.0684,Osmaniye,10,2010/09/22,2010/09/22,2010/09/22,Osmaniye'de orman yangını!!,http://www.memlekethaber.com/haber.asp?id%3D367425
26.7697,38.3231,Urla,12,2010/09/26,2010/09/25,2010/09/26,Urla'daki orman yangını kontrol altında,http://www.tgrthaber.com/news_view.aspx?guid%3D8c40e9a0-d949-43b1-a8f5-4bcfcb825436
-0.3033,39.61642,Puçol,2.5,2010/09/27,2010/09/27,2010/09/27,"Un incendio forestal quema 2,5 hectáreas de arbolado entre Puçol y Sagunto",http://www.rojoyazul.es/noticias/un-incendio-forestal-quema-25-hectareas-de-arbolado-entre-pucol-y-sagunto/
-5.2057,42.2122,Saelices de Mayorga,32,2010/09/28,2010/09/27,2010/09/27,"Un incendio arrasa 32 hectáreas de rastrojo, pasto y árboles en Valladolid",http://www.agroinformacion.com/noticias/31/Forestal/29488/un-incendio-arrasa-32-hectareas-de-rastrojo-pasto-y-arboles-en-valladolid.aspx
9.3543,42.52799,Volpajola,4,2010/09/28,2010/09/27,2010/09/27,Le feu de Volpajola en passe d'être éteint (Aujourd'hui 10h02),http://www.alta-frequenza.com/index.php/fr/l_info/l_actu/le_feu_de_volpajola_en_passe_d_etre_eteint_43882
23.9491,41.0631,Alistrati,30,2010/09/28,2010/09/28,2010/09/28,"Σέρρες - Υπό μερικό έλεγχο έχει τεθεί η πυρκαγιά που ξέσπασε στην περιοχή Λιβάδιστα, Αλιστράτης",http://www.google.com/hostednews/epa/article/ALeqM5iRc2uskSecBJx7_uAbYGZQVoYhkw?docId%3D9149120
11.11919,42.43525,Monte Argentario,,2010/09/27,2010/09/27,2010/09/27,Vasto incendio all'Argentario Domato nel pomeriggio,http://www.lanazione.it/grosseto/cronaca/2010/09/27/390972-vasto_incendio_argentario.shtml
15.8831,41.5459,Manfredonia,100,2010/09/27,2010/09/26,2010/09/26,Incendio nei pressi dell'oasi Lago Salso,http://www.manfredonia.net/2/1/0/14615
32.8566,36.1674,Anamur,5,2010/09/27,2010/09/27,2010/09/27,Mersin'de Orman Yangını - Son Dakika Haberleri,http://www.mersinhaber.com/Gundem.asp?haber-10737-mersin-de-orman-yangini--son-dakika-haberleri.html
-0.21552,38.68374,Beniardá,,2010/10/01,2010/10/01,2010/10/01,Los bomberos extinguen un incendio forestal en la sierra de Serrella,http://www.rojoyazul.es/noticias/los-bomberos-extinguen-un-incendio-forestal-en-la-sierra-de-serrella/
-5.6131,40.31679,Solana de Ávila,,2010/09/29,2010/09/29,2010/09/29,Declarado de nivel 1 el incendio de Solana de Ávila,http://www.rtvcyl.es/fichaNoticia.cfm/CASTILLA%2520Y%2520LE%25C3%2593N/20100929/declarado/nivel/1/incendio/solana/avila/5D08225D-0723-4780-AF5590B93C034A95
-8.04779,42.57054,Dozón,7,2010/10/01,2010/09/30,2010/09/30,Dos incendios calcinaron ayer siete hectáreas de monte en Dozón,http://www.lavozdegalicia.es/deza/2010/10/01/0003_8756384.htm
4.00958,44.28941,La Vernarède,2,2010/10/01,2010/09/30,2010/09/30,Un écobuage met le feu à une pinède,http://www.midilibre.com/articles/2010/10/01/ALES-Un-ecobuage-met-le-feu-a-une-pinede-1405061.php5
-9.2794,30.1072,Chtouka Ait Baha,30,2010/10/01,2010/09/30,2010/09/30,Un incendie détruit plusieurs hectares dans la palmeraie de Targa N'touchka à Chtouka Ait-baha,http://www.casafree.com/modules/news/article.php?storyid%3D50975
28.0847,36.38165,Damatria,,2010/09/29,2010/09/28,2010/09/28,ΑΜΕΣΗ ΚΙΝΗΤΟΠΟΙΗΣΗ ΠΥΡ-ΕΤΑΙΠΡΟΦΥΚΑ,http://www.proodos.net/details.asp?ID%3D13719%26catID%3D6
33.1584,34.9775,Gourri,,2010/09/29,2010/09/29,2010/09/29,Υπό έλεγχο η μεγάλη πυρκαγιά στο Καλό Χωριό Κλήρου,http://www.sigmalive.com/news/local/310626
24.4957,35.3358,Roussospiti,10,2010/09/30,2010/09/30,2010/09/30,Ρέθυμνο-Υπό έλεγχο η φωτιά στην περιοχή Ρουσοσπίτι,http://www.google.com/hostednews/epa/article/ALeqM5h1hsf337EnXbunasEGtY37CTwwlg?docId%3D9155561
23.6559,35.4926,Kissamos,8,2010/09/30,2010/09/30,2010/09/30,Πυρκαγιά στην Κίσαμο Χανίων!,"http://www.goodnet.gr/index.php?id%3D6,41034,0,0,1,0"
27.7442,36.1321,Monólithos,,2010/10/01,2010/10/01,2010/10/01,Ρόδος - Πυρκαγιά σε δασική περιοχή στα νοτιοδυτικά του νησιού,http://www.google.com/hostednews/epa/article/ALeqM5hp1tBTQ6KXP7loVFUmRe1SaoNh-Q?docId%3D9161631
-7.054,41.1707,Torre de Moncorvo,,2010/09/30,2010/09/29,2010/09/30,Incêndio em Lousa mobiliza 23 bombeiros,http://www.publico.pt/Local/incendio-em-lousa-mobiliza-23-bombeiros_1458778
27.0208,39.5983,Edremit,,2010/09/29,2010/09/29,2010/09/29,Edremit'te çıkan orman yangını korkuttu,http://www.beyazgazete.com/haber/2010/09/29/edremit-te-cikan-orman-yangini-korkuttu.html
31.4239,38.3609,Aksehir,20,2010/09/30,2010/09/30,2010/09/30,Konya'da orman yangını,http://www.memleket.com.tr/news_detail.php?id%3D79925
35.8266,40.6621,Amasya,50,2010/10/01,2010/10/01,2010/10/01,Amasya'da orman yangını,http://www.memlekethaber.com/haber.asp?id%3D368589
27.7442,36.1321,Monólithos,150,2010/10/03,2010/10/01,2010/10/02,"Εμπρησμός η πυρκαγιά στη Ρόδο;",http://www.digitalcrete.gr/2010100312964/eidiseis/epikairotita/emprismos-i-pirkagia-sti-rodo.html
-9.1674,39.3623,Óbidos,,2010/10/02,2010/10/02,2010/10/02,Chamas controladas em Óbidos,http://diario.iol.pt/sociedade/incendios-obidos-casas-bombeiros-fogos-tvi24/1195880-4071.html
-7.84798,40.85489,Codeçais,,2010/10/02,2010/10/01,2010/10/02,Incêndios: Dominado fogo em Castro Daire,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1676607
30.1378,36.30263,Finike,,2010/10/03,2010/10/03,2010/10/03,Antalya'da orman yangını,http://www.takvim.com.tr/Guncel/2010/10/03/antalyada_orman_yangini_512458698284
30.1378,36.30263,Finike,25,2010/10/04,2010/10/03,2010/10/04,Mersin'de orman yangını,http://www.zaman.com.tr/haber.do?haberno%3D1035679%26title%3Dmersinde-orman-yangini
-7.9974,42.48946,Piñor de Cea,,2010/10/04,2010/10/02,2010/10/03,Un incendio forestal puso en riesgo viviendas de Cea en la madrugada del domingo,http://www.lavozdegalicia.es/ourense/2010/10/04/0003_8762571.htm
5.0605,36.7489,Béjaïa,353,2010/10/10,2010/10/09,2010/10/10,30 حريقا يتلف 353 هكتار من الغابات في 24 ساعة,http://www.alarabonline.org/algeriatoday/display.asp?fname%3D%255C2010%255C10%255C10-10%255C240.htm%26dismode%3Dcx%26ts%3D10-10-2010%25208:40:00
-2.20049,42.31043,Aldealobos,,2010/10/04,2010/10/03,2010/10/03,Agentes forestales y SOS Rioja combaten un incendio en Aldealobos,http://www.larioja.com/v/20101004/rioja-comarcas/agentes-forestales-rioja-combaten-20101004.html
-2.4023,37.1949,Velefique,,2010/10/12,2010/10/10,2010/10/10,Un incendio forestal arrasa masa de pinar y matorral en la sierra de Velefique,http://www.elalmeria.es/article/almeria/809743/incendio/forestal/arrasa/masa/pinar/y/matorral/la/sierra/velefique.html
-0.26733,38.68592,Confrides,4,2010/10/04,2010/10/04,2010/10/04,Controlado un incendio que afectó 4 hectáreas de pinar en la sierra Serrella,http://www.desastres-naturales.net/controlado-un-incendio-que-afecto-4-hectareas-de-pinar-en-la-sierra-serrella/
8.9099,41.74642,Calvese,6,2010/10/12,2010/10/09,2010/10/09,Six hectares brûlés à Calvese,http://24ore.club-corsica.com/six-hectares-brules-a-calvese_15559_2438.html
-0.5267,38.2289,Gran Alacant,,2010/10/05,2010/10/04,2010/10/04,Un incendio forestal en Gran Alacant obliga a desalojar a 50 vecinos de madrugada,http://www.europapress.es/comunitat-valenciana/noticia-incendio-forestal-gran-alacant-obliga-desalojar-50-vecinos-madrugada-20101005144357.html
32.7098,34.77245,Mousere,2,2010/10/11,2010/10/11,2010/10/11,Υπό έλεγχο η πυρκαγιά στην περιοχή Μάρωνα,http://www.sigmalive.com/news/local/314382
-6.91109,42.417,Sobradelo,80,2010/10/05,2010/10/02,2010/10/03,Dos incendios registrados durante los últimos días calcinaron doscientas hectáreas de monte,http://www.lavozdegalicia.es/ourense/2010/10/05/0003_8764453.htm
-7.16219,42.29767,Soutipedre,70,2010/10/05,2010/10/02,2010/10/03,Dos incendios registrados durante los últimos días calcinaron doscientas hectáreas de monte,http://www.lavozdegalicia.es/ourense/2010/10/05/0003_8764453.htm
-8.07564,42.43094,O Carballiño,50,2010/10/05,2010/10/02,2010/10/03,Extinguidos cuatro incendios forestales este fin de semana,http://www.lavozdegalicia.es/ourense/2010/10/05/0003_8764453.htm
-8.4492,42.3434,Fornelo de Montes,21.5,2010/10/05,2010/10/02,2010/10/03,Extinguidos cuatro incendios forestales este fin de semana,http://www.lavozdegalicia.es/ourense/2010/10/05/0003_8764453.htm
8.8299,41.92727,Bastelicaccia,3,2010/10/05,2010/10/04,2010/10/04,Deux incendies hier après-midi en Corse-du-Sud (Aujourd'hui 07h41),http://www.alta-frequenza.com/index.php/fr/l_info/l_actu/deux_incendies_hier_apres_midi_en_corse_du_sud_44478
8.7001,42.0229,Pevani,11,2010/10/05,2010/10/04,2010/10/04,Deux incendies hier après-midi en Corse-du-Sud (Aujourd'hui 07h41),http://www.alta-frequenza.com/index.php/fr/l_info/l_actu/deux_incendies_hier_apres_midi_en_corse_du_sud_44478
8.7118,40.9133,Castelsardo,,2010/10/04,2010/10/04,2010/10/04,Incendi a Castelsardo e in città - Molti gli interventi dei Vigili del fuoco,http://www.sassarinotizie.com/articolo-2039-incendi_a_castelsardo_e_in_citta_molti_gli_interventi_dei_vigili_del_fuoco.aspx
-7.8001,42.18931,Allariz,,2010/10/18,2010/10/17,2010/10/17,Un incendio forestal amenazó viviendas de la parroquia de Santiago de Allariz,http://www.lavozdegalicia.es/ourense/2010/10/18/0003_8791146.htm
-1.8976,38.1865,Moratalla,,2010/10/16,2010/10/15,2010/10/16,Controlado incendio declarado esta tarde en Cerro Hilario (Sierra del Buitre),http://www.abc.es/agencias/noticia.asp?noticia%3D555246
25.138,35.3198,Heraklion,,2010/10/15,2010/10/14,2010/10/14,Ηράκλειο- Υπό μερικό έλεγχο η πυρκαγιά στο Καλό Χωριό,http://www.google.com/hostednews/epa/article/ALeqM5idRyanQrxuJoX1wImK_dZYhXrbvw?docId%3D9204557
27.29342,37.10524,Yalikavak,10,2010/10/14,2010/10/13,2010/10/14,Bodrum'da orman yangını,http://www.ntvmsnbc.com/id/25141229/
35.8564,31.99521,Wasfi Al Tall,100,2010/10/19,2010/10/19,2010/10/19,450 شخص يخمدون حريق شب في غابة وصفي التل,http://www.assabeel.net
-6.11579,40.5356,Nava de Francia,,2010/10/20,2010/10/19,2010/10/19,Hallan muerto a un hombre en una zona quemada en Salamanca,http://www.nortecastilla.es/v/20101020/salamanca/hallan-muerto-hombre-zona-20101020.html
32.42618,34.91702,Kathikas,12,2010/10/21,2010/10/21,2010/10/21,Υπό έλεγχο πυρκαγιά στον Κάθηκα ,http://www.sigmalive.com/news/local/318036
-7.5941,40.49307,Gouveia,,2010/10/29,2010/10/28,2010/10/29,Incêndios: Um fogo ativo no Parque Natural Serra da Estrela,http://diariodigital.sapo.pt/news.asp?section_id%3D13%26id_news%3D475929
-7.3722,40.62765,Celorico da Beira,,2010/10/29,2010/10/28,2010/10/29,Dois incêndios activos na Guarda,http://www.abola.pt/mundos/ver.aspx?id%3D228735
17.9954,49.34667,Vsetin,1,2010/11/01,2010/11/01,2010/11/01,Při rozsáhlém požáru lesa u Vsetína pomáhá speciální vrtulník,http://krimi.eurozpravy.cz/17132-pri-rozsahlem-pozaru-lesa-u-vsetina-pomaha-specialni-vrtulnik
21.74057006836,61.209443712297002,Eurajoki,11,2011/05/09,2011/05/08,2011/05/09,Eurajoen metsäpalo on saatu sammutettua,http://yle.fi/alueet/satakunta/2011/05/metsapalo_syttyi_uudelleen_eurajoella_2575063.html?origin=rss
6.6439819335937,58.301552198638994,Flekkefjord,595,2011/05/09,2011/05/07,2011/05/09,Se helikopterpilotens egne bilder fra brannen,http://www.fvn.no/lokalt/lister/article864631.ece
6.6439819335937,58.301552198638994,Flekkefjord,595,2011/05/09,2011/05/07,2011/05/09,Forest fire danger tops the charts,http://www.newsinenglish.no/2011/05/09/forest-fire-danger-tops-the-charts/
6.6439819335937,58.301552198638994,Flekkefjord,595,2011/05/09,2011/05/07,2011/05/09,Etterslokking og nedtrapping i Flekkefjord,http://www.fvn.no/lokalt/lister/article864702.ece
7.2715759277344,43.715534726205,Nice,12,2011/05/08,2011/05/08,2011/05/08,Douze hectares de forêt en feu à Touët-de-l'Escarene,http://www.nicematin.com/video/Douze%252Bhectares%252Bde%252Bfor%2525C3%2525AAt%252Ben%252Bfeu%252B%2525C3%2525A0%252BTou%2525C3%2525ABt-de-l%252527Escarene/iLyROoafzTaE/super-nicematin/info
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Vasto incendio sulle Dolomiti: intervento aereo e via terra,http://www.ilgiornaledellaprotezionecivile.it/?pg=1&idart=3372&idcat=3
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,LOTTA DURA CONTRO L’INCENDIO DI LA VALLE AGORDINA,http://www.regione.veneto.it/Notizie/Comunicati+Stampa/Maggio+2011/864.htm
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,INCENDIO SULLE DOLOMITI. IL FUOCO NON ANCORA DOMATO. STATO DI ATTENZIONE DI PROTEZIONE CIVILE,http://www.regione.veneto.it/Notizie/Comunicati+Stampa/Maggio+2011/878.htm
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,"Incendio nei boschi bellunesi, ripresa l'opera di spegnimento",http://corrierealpi.gelocal.it/cronaca/2011/05/11/news/incendio-nei-boschi-bellunesi-ripresa-l-opera-di-spegnimento-foto-4161824
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Incendio boschivo nell'Agordino Il monte Celo non smette di bruciare,http://corrieredelveneto.corriere.it/veneto/notizie/cronaca/2011/12-maggio-2011/incendio-boschivo-agordino-monte-celo-non-smette-bruciare--190630062547.shtml
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,"Il rogo va avanti, rischio-frane Abitanti di La Muda evacuati",http://corrieredelveneto.corriere.it/veneto/notizie/cronaca/2011/13-maggio-2011/-rogo-va-avanti-rischio-frane-abitanti-la-muda-evacuati-190635149569.shtml
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Fiamme sulle Dolomiti: incendio circoscritto,http://www.ilgiornaledellaprotezionecivile.it/?pg=1&idart=3397&idcat=3
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Fiamme nell'Agordino Divorato il monte Cielo,http://corrieredelveneto.corriere.it/veneto/notizie/cronaca/2011/11-maggio-2011/fiamme-agordinodivorato-monte-cielo--190614816050.shtml
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,"Dolomiti, Parco nazionale a rischio: a fuoco il monte Zelo",http://www.ilquotidianoitaliano.it/notizie/2011/05/news/dolomiti-parco-nazionale-a-rischio-incendio-sul-monte-zelo-82422.html/
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,DOLOMITI: CIRCOSCRITTO L'INCENDIO SUL MONTE ZELO,http://www.agenparl.it/articoli/news/regionali/20110513-dolomiti-circoscritto-l-incendio-sul-monte-zelo
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,"Belluno. Monte Celo, dopo quattro giorni incendio bloccato ma molti focolai attivi",http://www.gazzettino.it/articolo.php?id=149093&sez=NORDEST
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Belluno. Maxi-incendio sopra La Valle: oltre 200 ettari di bosco in fiamme,http://www.gazzettino.it/articolo.php?id=148769
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Ancora attivo l’incendio nella valle agordina: già 300 gli ettari di bosco bruciati,http://www.cronacalive.it/ancora-attivo-lincendio-nella-valle-agordina-gia-300-gli-ettari-di-bosco-bruciati.html
12.061100006103999,46.283376780186998,La Valle Agordina,340,2011/05/13,2011/05/10,2011/05/13,Grosso incendio sulle montagne dell’Agordino,http://www.montagna.tv/cms/?p=34430
12.145385742187999,57.705247823504003,Öjersjö,20,2011/05/08,2011/05/07,2011/05/08,Skogsbrand i Partille svårsläckt ,http://www.gp.se/nyheter/goteborg/1.620523-skogsbrand-i-partille-svarslackt
5.536766052246099,51.089291632248994,Gruitrode Meeuwen,140,2011/05/08,2011/05/07,2011/05/08,L'incendie dans le Limbourg n'est toujours pas maîtrisé,http://www.7sur7.be/7s7/fr/2664/Catastrophes-Naturelles/article/detail/1261034/2011/05/07/L-incendie-dans-le-Limbourg-n-est-toujours-pas-maitrise.dhtml
5.536766052246099,51.089291632248994,Gruitrode Meeuwen,140,2011/05/08,2011/05/07,2011/05/08,Les pompiers belges luttent contre plusieurs feux de forêt,http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1261204/2011/05/08/Les-pompiers-belges-luttent-contre-plusieurs-feux-de-foret.dhtml
5.536766052246099,51.089291632248994,Gruitrode Meeuwen,140,2011/05/08,2011/05/07,2011/05/08,Important feu dans le Limbourg: la situation n'est toujours pas maîtrisée,http://www.rtl.be/info/belgique/faitsdivers/793893/important-feu-dans-le-limbourg-la-situation-n-est-toujours-pas-maitrisee
5.536766052246099,51.089291632248994,Gruitrode Meeuwen,140,2011/05/08,2011/05/07,2011/05/08,Feux de forêt: quelques reprises de feu maîtrisées,http://www.rtl.be/info/belgique/faitsdivers/793988/feux-de-for-t-quelques-reprises-de-feu-ma-tris-es
5.536766052246099,51.089291632248994,Gruitrode Meeuwen,140,2011/05/08,2011/05/07,2011/05/08,Brand vernielt 500 hectare natuur in Meeuwen-Gruitrode,http://demorgen.be/dm/nl/989/Binnenland/article/detail/1260940/2011/05/07/Evacuaties-na-grote-bosbrand-Meeuwen-Gruitrode.dhtml
4.1847610473633,43.811490565215998,Calvisson,30,2011/05/16,2011/05/15,2011/05/16,Calvisson : 30 hectares de garrigue en fumée,"http://www.midilibre.fr/2011/05/15/calvisson-30-hectares-de-garrigue-en-fumee,319532.php"
13.927917480469,56.848220991532997,Lyungby,28,2011/05/12,2011/05/12,2011/05/12,Stor skogsbrand i Ljungby,http://www.nyheternadirekt.se/stor-skogsbrand-i-ljungby/
13.927917480469,56.848220991532997,Lyungby,28,2011/05/12,2011/05/12,2011/05/12,Skogsbrand härjar i Småland,http://www.aftonbladet.se/nyheter/article13018186.ab
0.20462036132813,41.204231110012998,Nonaspe,25,2011/05/18,2011/05/18,2011/05/18,Incendio de Nonaspe está controlado y ha quemado 25 hectáreas,http://www.heraldo.es/noticias/zaragoza/incendio_forestal_nonaspe.html
-8.0282592773438,42.764154083287998,Agolada,30,2011/05/22,2011/05/21,2011/05/22,Un incendio calcina 60 hectáreas en Agolada,http://www.lavozdegalicia.es/deza/2011/05/22/0003_201105D22C4991.htm
-8.0282592773438,42.764154083287998,Agolada,30,2011/05/22,2011/05/21,2011/05/22,Extinguido un incendio forestal en la localidad pontevedresa de Agolada,http://www.que.es/coruna/201105221138-extinguido-incendio-forestal-localidad-pontevedresa-epi.html
-8.0282592773438,42.764154083287998,Agolada,30,2011/05/22,2011/05/21,2011/05/22,Activo un incendio forestal en la localidad pontevedresa de Agolada,http://www.elmundo.es/elmundo/2011/05/21/galicia/1306002536.html
-8.63525390625,42.437647200108998,Pontevedra,22,2011/05/24,2011/05/23,2011/05/24,Extinguished a forest fire that affected 22 hectares in Pontecaldelas (Pontevedra),http://translate.google.com/translate?sl=es&tl=en&u=http://news.google.com/news/url%3Fsa%3Dt%26fd%3DR%26usg%3DAFQjCNHe14IjfwSIGqjRnmjeioIZ77n2EQ%26url%3Dhttp://www.europapress.es/galicia/noticia-extinguido-incendio-forestal-afecto-22-hectareas-monte-raso-
16.45751953125,58.133746019364999,Skrickerum,10,2011/05/24,2011/05/23,2011/05/24,Large fire in Skrickerum,http://translate.google.com/translate?sl=auto&tl=en&u=http://www.nt.se/nyheter/artikel.aspx?articleid%3D6844560
2.9457092285156,43.029749134597999,Sigean,20,2011/05/25,2011/05/24,2011/05/25,Sigean 20 ha en feu aux éoliennes  ,"http://www.lindependant.fr/2011/05/25/sigean-20ha-en-feu-aux-eoliennes,22312.php"
13.285217285155996,46.335550797582997,Monte Uarchec,10,2011/05/26,2011/05/22,2011/05/26,"Udine. Incendio sul monte Uarchec, arrivano i canadair per spegnerlo",http://www.ilgazzettino.it/articolo.php?id=150257&sez=NORDEST
13.285217285155996,46.335550797582997,Monte Uarchec,10,2011/05/26,2011/05/22,2011/05/26,Udine. Fiamme indomabili sul monte Uarchec: il rogo si estende per 10 ettari,http://www.gazzettino.it/articolo.php?id=150653&sez=NORDEST
13.285217285155996,46.335550797582997,Monte Uarchec,10,2011/05/26,2011/05/22,2011/05/26,Uarchec: incendio sotto controllo ma ancora attivo,http://www.udine20.it/uarchec-incendio-sotto-controllo-ma-ancora-attivo/
13.285217285155996,46.335550797582997,Monte Uarchec,10,2011/05/26,2011/05/22,2011/05/26,Incendio sul monte Uarchec,http://www.ilfriuli.it/if/top-news/58092/
-7.8840637207031,42.789354160503002,Antas de Ulla,25,2011/05/23,2011/05/22,2011/05/22,Un incendio calcina más de 25 hectáreas de monte raso en Antas de Ulla,http://elprogreso.galiciae.com/nova/90442.html
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,"Ontruiming woningen in Kalmthout, brand laait op",http://www.bndestem.nl/regio/bergenopzoom/8759419/Brand-Kalmthoutse-Heide-honderden-hectares-verloren.ece
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,La situation à nouveau sous contrôle à Kalmthout,http://www.7sur7.be/7s7/fr/2664/Catastrophes-Naturelles/article/detail/1270526/2011/05/26/La-situation-a-nouveau-sous-controle-a-Kalmthout.dhtml
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,"Kalmthout : le vent provoque des reprises de feu, 30 maisons évacuées",http://www.rtbf.be/info/societe/detail_le-feu-est-sous-controle-dans-la-reserve-naturelle-de-kalmthout?id=6169823
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,Incendie dans la réserve de Kalmthout: le vent ravive certains foyers,http://www.rtl.be/info/votreregion/flandre/797983/l-incendie-reprend-de-la-vigueur-dans-la-reserve-naturelle-de-kalmthout/
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,Incendie dans la réserve de Kalmthout: des foyers aux Pays-Bas,http://www.7sur7.be/7s7/fr/1502/Belgique/article/detail/1269950/2011/05/25/Incendie-dans-la-reserve-de-Kalmthout-des-foyers-aux-Pays-Bas.dhtml
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,Brand Kalmthoutse Heide: wind wakkert brand aan,http://www.bndestem.nl/regio/bergenopzoom/8759419/Brand-op-Kalmthoutse-Heide-brandweer-uit-hele-regio-blust.ece
4.4329833984375,51.390637019844,Kalmthout,500,2011/05/26,2011/05/25,2011/05/26,Brand Kalmthoutse Heide- Foto's en video,"http://www.omroepbrabant.nl/?news/1557471163/Alarmfase%252Bbosbrand%252BKalmthoutse%252BHeide,%252Bruim%252B450%252Bhectare%252Bverwoest%252B-%252BFotos%252Ben%252Bvideo.aspx"
1.5166282653808,39.073977414319003,Sant Joan de Labritja,1576,2011/05/31,2011/05/25,2011/05/30,Ibiza sufre un incendio forestal que afecta cientos de hectáreas,http://www.elperiodico.com/es/noticias/sociedad/20110525/ibiza-sufre-incendio-forestal-que-afecta-cientos-hectareas/1019908.shtml
1.5166282653808,39.073977414319003,Sant Joan de Labritja,1576,2011/05/31,2011/05/25,2011/05/30,El incendio en el municipio ibicenco de Sant Joan de Labritja afecta a cientos de hectáreas,http://www.republica.com/2011/05/25/el-incendio-en-el-municipio-ibicenco-de-sant-joan-de-labritja-afecta-a-cientos-de-hectareas/
1.5166282653808,39.073977414319003,Sant Joan de Labritja,1576,2011/05/31,2011/05/25,2011/05/30,"Declarado un incendio forestal en Sant Joan de Labritja, Ibiza",http://www.lavanguardia.com/sucesos/20110525/54161360069/declarado-un-incendio-forestal-en-sant-joan-de-labritja-ibiza.html
